29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,13,13,29,29,29,29,29,29,29,29,29,29,29,27,28,10,10,10,10,29,29,29,38,38,38,38
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,13,13,29,29,29,29,29,29,29,29,29,29,29,36,37,10,10,10,10,10,10,10,29,38,38,38
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,13,13,29,29,29,29,29,29,29,29,29,29,29,10,10,10,10,10,10,10,10,10,38,38,38,38
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,13,13,29,29,29,29,29,29,29,29,29,29,29,10,10,10,10,10,6,7,7,8,29,38,38,38
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,15,16,16,17,29,29,38,38
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,15,16,16,17,10,10,38,38
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,13,13,29,29,29,29,29,29,29,29,29,29,29,29,10,10,10,10,15,16,16,17,10,10,10,38
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,13,13,29,29,29,29,29,29,29,29,29,29,29,29,10,10,10,10,24,25,25,26,10,10,10,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,13,13,29,29,29,29,29,29,29,29,29,29,29,29,10,10,10,10,10,10,10,10,10,10,10,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,13,13,29,29,29,29,29,29,29,29,29,29,29,29,10,10,10,10,10,10,10,10,10,10,10,10
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,13,13,29,29,29,29,29,29,29,29,29,29,29,29,29,10,27,28,10,10,10,10,10,0,1,2
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,13,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,36,37,10,10,10,10,10,9,10,11
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,13,13,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,10,10,10,10,10,18,19,20
